75,32d7edd8,243.69,no
76,34416da7,181.72,no
77,366e76f0,11.73,no
78,36f94ee9,35.02,no
79,37807599,79.72,no
80,38c76070,8.23,no
81,3938dd5b,5.05,no
82,3988b96f,15.06,no
83,39945630,133.51,no
84,3b3ccc78,7.01,no
85,3bf1456c,15.12,no
86,3c27c37d,8.93,no
87,3c69bc4e,10.01,no
88,3e1547b0,7.16,no
89,3e39a271,13.19,no
90,3ed5dd3b,17.83,no
91,3edaeca2,204.76,no
92,3f98a32b,70.54,no
93,40bf054e,68.57,no
94,416f8905,30.51,no
95,417f3bf5,8.56,no
96,41bc28af,23.49,no
97,41dcf89e,13.69,no
98,41ea0339,90.35,no
99,422b874d,77.19,no
100,422ffe8a,96.73,no
101,4.33E+44,0,no
102,43582291,840.98,no
103,44cf2fbb,13.4,no
104,44e4382b,142.56,no
105,44e6aa5f,28.26,no
106,452051a9,18.53,no
107,46c20495,33,no
108,4739d638,31.09,no
109,479d2c7f,49.54,no
110,47d724e1,21.47,no
111,488603b7,47.52,no
112,48929c98,7.82,no
113,4893c269,39.73,no
114,494e3b9f,90.8,no
115,498ee8e6,18.75,no
116,49fc9f5b,33.19,no
117,4a1472c4,80.33,no
118,4a5a6e20,155.23,no
119,4ac70581,16.88,no
120,4b439760,32.3,no
121,4b7c3d6d,15.14,no
122,4c64d98d,1324.45,no
123,4c663ee6,75.51,no
124,4d0b77e2,15,no
125,4d7354a6,59.89,no
126,4e6e165a,129.75,no
127,4ef0a6a9,61.26,no
128,4fdba514,75.45,no
129,4fde478c,4.17,no
130,5065f3f6,230.89,no
131,5082dd05,17.73,no
132,50b494fc,63.74,no
133,5143fd53,46.67,no
134,526e0d0f,84.1,no
135,527a2e27,16.26,no
136,527c4101,42.13,no
137,52cdb338,145.28,no
138,533f1566,98.37,no
139,534aad36,14.06,no
140,53c44791,32.4,no
141,54d5f8e1,73.7,no
142,55998eb9,34.79,no
143,55baadc6,158.29,no
144,5659ddac,17.21,no
145,5675e3af,3.81,no
146,568ca445,10.14,no
147,56908930,73.71,no
148,56995d86,15.94,no
149,56f702af,7.46,no
150,57074e5e,270.64,no
151,5795bd41,43.31,no
152,57e0f907,16.31,no
153,58c862da,112.66,no
154,5901c403,169.33,no
155,5930fd1a,26.98,no
156,593dc2f5,169.34,no
157,59f2a15a,16.41,no
158,5a371ce0,9.43,no
159,5a59999e,4.16,no
160,5a5d7ec4,33.44,no
161,5a6d8776,53.32,no
162,5b18844d,7.44,no
163,5b1a2c84,82.33,no
164,5b86a6c4,49.34,no
165,5c1e9217,90.12,no
166,5d2edab5,75.02,no
167,5d4a1c02,61.71,no
168,5d63a55b,9.38,no
169,5d8b01cd,14.9,no
170,5f0c734d,12.88,no
171,5f1f89a8,105.18,no
172,5fb8da19,53.1,no
173,607e05e3,32.13,no
174,609c4b10,47.6,no
175,60cc915f,14.73,no
176,61203cb6,103.46,no
177,614eabf0,17.82,no
178,6157e730,16.36,no
179,61cefb22,21.45,no
180,61d445ce,47.1,no
181,62a02b88,98.08,no
182,6399fcf9,21.81,no
183,640fc97f,948.76,no
184,6436eddb,225.88,no
185,661b21e2,83.3,no
186,6641ebee,8.82,no
187,66868c46,187.55,no
188,680b3735,79.78,no
189,6872e353,129.44,no
190,68d77083,59.75,no
191,68e293d6,75.72,no
192,699a8406,275.81,no
193,6a3ffb78,9.63,no
194,6a9d49a5,287.21,no
195,6af5ca3e,82.36,no
196,6c20398a,11.53,no
197,6c2a7093,52.41,no
198,6d0bcbf6,68.3,no
199,6d1dc6d5,7.91,no
200,6dda39f4,4.22,no
201,6de97cc0,53.9,no
202,6e5ed791,19.08,no
203,6e8e995e,128.06,no
204,6edbde89,129.04,no
205,6ef75ef4,16.31,no
206,6fb2a283,81.08,no
207,70256b41,19.66,no
208,7031a1e9,9.51,no
209,71b12a77,166.11,no
210,71cbe455,161.62,no
211,71d850cd,80.67,no
212,722ef53e,38.98,no
213,73eda186,247.86,no
214,73f5917c,24.05,no
215,743d765b,26.98,no
216,7457a853,61.51,no
217,75a1005c,66.61,no
218,76559be9,50.04,no
219,76b6a2cc,8.24,no
220,76dbc318,199.84,no
221,77295028,15.71,no
222,7795c6bf,24.74,no
223,77a9cc33,29.16,no
224,7.82E+13,0,no
225,78342164,33.71,no
226,78b4643b,24.21,no
227,7a9c4da7,12.95,no
228,7b0f2f7b,21.02,no
229,7b7dd34e,5.77,no
230,7b979dd7,28.22,no
231,7bd26875,3.53,no
232,7beafc77,28.97,no
233,7c391ef0,113.16,no
234,7c760579,32.27,no
235,7c973731,35.79,no
236,7dce0e3a,32.02,no
237,7dd6c38e,13.11,no
238,7ea639bf,73.43,no
239,7ec80b78,269.26,no
240,7ede259f,19.01,no
241,7ef0ce79,31.54,no
242,7f17dd7c,106.64,no
243,7f24d1e2,16.8,no
244,7fd91a49,14.38,no
245,807f8a45,7.81,no
246,812d42c6,13.56,no
247,81403a5d,105.82,no
248,81ee2786,83.92,no
249,829c0b12,69.28,no
250,8450fbeb,10.86,no
251,860d0ab4,105.81,no
252,87213d4a,9.88,no
253,87c975c2,13.46,no
254,88c7ae14,12.94,no
255,89184686,52.64,no
256,899a3849,10.74,no
257,8a1b62dc,27.52,no
258,8a4e1960,39.71,no
259,8b502090,147.81,no
260,8c283273,218.13,no
261,8c3adef3,66.59,no
262,8ccd804c,68.53,no
263,8db6afae,78.08,no
264,8db9a7df,14.68,no
265,8e47b997,133.43,no
266,8eee6fb3,120.86,no
267,8f90f23c,162.25,no
268,8fef06ba,86.97,no
269,8ff63cce,47.49,no
270,90ee7d60,269.71,no
271,9.11E+204,0,no
272,910d89b1,10.13,no
273,939602dc,140.59,no
274,9453d713,30.92,no
275,94a4fd9a,16.36,no
276,94b03c47,25.4,no
277,94b51c18,64.42,no
278,94e122d1,508.3,no
279,95445830,109.76,no
280,95c82fa0,5.23,no
281,964c4260,70.62,no
282,9685c1c0,54.88,no
283,96f04c8b,87.06,no
284,977e0ce6,177,no
285,9.89E+06,0,no
286,98aea9ea,352.85,no
287,99427ebc,82.83,no
288,9984346c,78.49,no
289,9b01f71d,124.33,no
290,9b112649,40.1,no
291,9bc80dc7,28.07,no
292,9cb5c46c,8.48,no
293,9d74a5f5,30.33,no
294,9da96c8f,15.76,no
295,9ec7d91c,32.62,no
296,9f29269d,8.74,no
297,9fa002e2,58.47,no
298,9fffecef,34.71,no
299,a140b1ac,11.89,no
300,a1dbb539,160.44,no
301,a3062058,47.06,no
302,a47b1a59,24.61,no
303,a4956f8b,93.29,no
304,a4a05116,26.42,no
305,a5ce595a,18.09,no
306,a6730cdb,139.24,no
307,a6954414,178.76,no
308,a6e1171a,9.61,no
309,a72420a0,26.66,no
310,a7324a29,119.79,no
311,a75ba692,189.22,no
312,a79ae6aa,4.17,no
313,a7a5f244,11.42,no
314,a7c9bee7,34.95,no
315,a97f7578,33.18,no
316,a9edc801,174.61,no
317,aa24b215,69.29,no
318,aa601798,9.75,no
319,aa70f94e,83.67,no
320,aabad1e5,106.69,no
321,ab2d0a30,9.63,no
322,ab865834,3.68,no
323,abbceabd,11.16,no
324,ac088615,251.63,no
325,ac1f1b0a,54.26,no
326,ac9c5a76,238.7,no
327,ad243d36,55.32,no
328,ad29ac08,8.83,no
329,ad71fd7d,158.44,no
330,ae2710f5,29.2,no
331,ae799bc9,25.34,no
332,aefa88a1,8.68,no
333,b021df16,8.4,no
334,b0e2d800,6.03,no
335,b16e3991,83.17,no
336,b19a9a42,13.64,no
337,b1f08ab9,27.5,no
338,b2db134f,39.22,no
339,b3a9d111,42.77,no
340,b3b92fa9,282.68,no
341,b48ffbe4,18.63,no
342,b55165f2,8.45,no
343,b5768139,32.18,no
344,b6d0f075,71.13,no
345,b7006f4c,69.18,no
346,b77b2a34,232.37,no
347,ba39d28d,20.01,no
348,ba81ce97,24.41,no
349,bb4442c9,52.51,no
350,bc914b12,63.69,no
351,bce40767,90.9,no
352,bda1fc6b,50.28,no
353,be2fd4e7,89.71,no
354,be37dbf9,83.6,no
355,be50a97f,182.42,no
356,be85a925,11.53,no
357,bf419712,54.58,no
358,bfc5e0b8,9.84,no
359,bfc93ac0,55.68,no
360,bffc82be,11.66,no
361,c0249ebc,51.39,no
362,c14ae352,88.7,no
363,c1707332,19.54,no
364,c1cb5652,88.82,no
365,c2acd090,127.56,no
366,c2cc1114,7.02,no
367,c3a5461b,46.87,no
368,c3ae5848,66.25,no
369,c42c4647,123.79,no
370,c46b0ce4,16.9,no
371,c4e05d7b,17.44,no
372,c5fc1fc9,20.32,no
373,c6884f0e,32.32,no
374,c6993c13,145.23,no
375,c85fafa7,128.04,no
376,c8a6da7b,17.9,no
377,c8f881a0,40.97,no
378,c9b94754,11.53,no
379,cb788ba7,31.07,no
380,cbf1d5db,104.14,no
381,cc3efdce,50.17,no
382,cdcb6fb3,201.25,no
383,ceefb27b,28.69,no
384,cfaf570b,61.21,no
385,d14608f4,6.09,no
386,d23a632d,294.69,no
387,d32c43e0,6.68,no
388,d3719892,23.78,no
389,d382bddf,156.29,no
390,d3ad3c5a,411.01,no
391,d56221b9,169.31,no
392,d5d135e1,8.24,no
393,d637b8dc,7.99,no
394,d6a2573d,69.34,no
395,d6e44137,95.04,no
396,d6f2c5a8,7.32,no
397,d703a59c,25.11,no
398,d70d4063,43.5,no
399,d9084128,219.25,no
400,d9243543,180.16,no
401,d9807443,28.89,no
402,d9933f9f,52.69,no
403,d9f45b6e,7.69,no
404,da30d297,18.93,no
405,da47820d,84.81,no
406,dc34c23a,101.18,no
407,dc522bc8,83.47,no
408,dc9100e6,20.15,no
409,dcbfd4e1,55.68,no
410,de342c97,74.1,no
411,de42190b,31.09,no
412,df5885bb,159.18,no
413,e001a35c,90.99,no
414,e02fdc6b,247.08,no
415,e03dd7a0,40.47,no
416,e077e0dd,15.91,no
417,e10f0ec5,7.49,no
418,e13c2943,33.86,no
419,e19308e9,8.38,no
420,e1a88be1,105.24,no
421,e278f30f,86.97,no
422,e3b3ca0a,113.77,no
423,e3d65d8a,28.96,no
424,e456abf9,98.34,no
425,e471b707,5.59,no
426,e48765c6,20.96,no
427,e55e136d,79.68,no
428,e6b64309,33.26,no
429,e6ede22c,9.52,no
430,e73e00a6,17.42,no
431,e7af05d0,55.29,no
432,e7de5ee7,6.82,no
433,e881ab23,65.61,no
434,e8a82780,105.97,no
435,e9b99096,18.42,no
436,ea1a4d7b,64.95,no
437,eca11db4,107.16,no
438,ed470f94,110.26,no
439,eda24d45,87.09,no
440,ef204d13,83.55,no
441,efb7280b,24.48,no
442,f006ee2d,17.99,no
443,f09e127a,145.51,no
444,f0a30d76,217.87,no
445,f0d5a778,83.78,no
446,f1e64148,173.3,no
447,f26ecdb7,45.29,no
448,f2756653,19.74,no
449,f29c2c42,199.27,no
450,f34c2e24,63.31,no
451,f358f469,247.8,no
452,f35d356e,222.79,no
453,f41318fb,171.24,no
454,f45c96a2,40.66,no
455,f55442c2,56.16,no
456,f5adcd21,48.93,no
457,f5ce0c86,31.21,no
458,f61bddd4,5.07,no
459,f65162e2,18.78,no
460,f660d2c1,113.65,no
461,f66fadbe,74.23,no
462,f6a3b6a0,197.52,no
463,f71d46a3,7.76,no
464,f72769cb,34.79,no
465,f843dbc1,9.24,no
466,fb02b26c,92.86,no
467,fb80c2c3,83.09,no
468,fb9c32fa,68.59,no
469,fe893b22,67.24,no
470,feb2805a,12.72,no
471,fec552fa,61.55,no
472,ff1f5017,12.12,no
473,ff864787,66.29,no
474,ff92f5c4,72.65,no
475,00f9875f,637.49,no
476,0148bb1e,66.04,no
477,019e5edf,74.94,no
478,01d6c6d6,130.65,no
479,01de44c3,444.64,no
480,02a58cb4,278.64,no
481,02af7a5e,322.82,no
482,02ec1646,47.24,no
483,035852f1,328.02,no
484,3715540,0,no
485,04409d4a,775.36,no
486,047ef4f5,497.72,no
487,04af0f94,106.17,no
488,04e25b53,451.76,no
489,05408d5d,170.64,no
490,0549ea9c,177.94,no
491,059721ce,592.91,no
492,06590d2c,11.35,no
493,066d6e87,456.46,no
494,06e8ba93,39.13,no
495,06ea05c4,0.29,no
496,072bf38c,21.66,no
497,077062bf,149.14,no
498,07b5a11a,481.36,no
499,08a740cb,116.82,no
500,08b3e3d2,132.68,no
501,08c3c974,293.69,no
502,08ead8c2,29.56,no
503,097214ca,413.74,no
504,099080de,158.79,no
505,0aacc298,46.71,no
506,0b18c02d,130.72,no
507,0b5ed1ee,262.14,no
508,0b9af708,73.05,no
509,0baf9dc7,98.21,no
510,0bbceffe,477.79,no
511,0bdee0a3,186.52,no
512,0bf06fd1,121.72,no
513,0d201123,86.7,no
514,0d2c8b1c,20.03,no
515,0d2eee02,354.78,no
516,0db7514a,68.15,no
517,0e28c8bb,19.7,no
518,0e530a17,302.88,no
519,0e64ec99,24.42,no
520,0f1594c2,591.57,no
521,0f2ac085,596.67,no
522,0f698747,334.34,no
523,0fc2a1f1,69.84,no
524,101d2217,266.56,no
525,10ceeda1,157.43,no
526,111cefa6,287.6,no
527,119ad625,249.21,no
528,11f3341b,470.79,no
529,13220aff,75.09,no
530,1411ff87,253.36,no
531,14e172c1,189.42,no
532,151af166,46.57,no
533,156ead91,278.16,no
534,16321eb1,4369.19,no
535,173e05a1,420.4,no
536,1762c104,87.45,no
537,17c0680b,205.31,no
538,17dc654c,23.43,no
539,191e2721,116.13,no
540,1988cc64,153.28,no
541,19d159c3,300.42,no
542,1a0f19f7,166.32,no
543,1a538fa8,633.51,no
544,1ae0ae4e,98.3,no
545,1b18abbf,5194.68,no
546,1ba0f762,16.51,no
547,1c33741d,157.21,no
548,1c34c043,0.15,no
549,1c37790c,0.35,no
550,1c4f397c,102.32,no
551,1c58cf28,4.84,no
552,1c8fd2b4,2042.52,no
553,1d122375,83.74,no
554,1d15180f,680.62,no
555,1d528823,591.98,no
556,1eda4adf,416.38,no
557,1ef00c64,50.13,no
558,1f27b24f,164.75,no
559,1f82256d,157.77,no
560,2169531c,26.35,no
561,2191f4f3,131.95,no
562,219d8159,378.47,no
563,2212d2dd,13.1,no
564,221f0cb6,701.81,no
565,22439139,82.47,no
566,23881329,29.64,no
567,245944c8,8.57,no
568,24aaa44c,33.2,no
569,255b372b,196.84,no
570,25b0ff85,113.67,no
571,25ccb014,21.26,no
572,25e0052f,200.1,no
573,263891ab,243.55,no
574,26773f3d,8.04,no
575,26fe92c9,73.1,no
576,274b6dea,275.37,no
577,27fb6560,142.07,no
578,28099b35,19.9,no
579,2820f37e,150.3,no
580,285e6249,75.34,no
581,289f5de6,188.8,no
582,28b5f4e3,150.63,no
583,29266df9,76.14,no
584,2a424b58,30.56,no
585,2a54c82a,159.97,no
586,2af7e122,60.91,no
587,2af952a0,152.68,no
588,2b307e89,89.44,no
589,2b3b080f,329.44,no
590,2b94042c,12,no
591,2b941c57,793.07,no
592,2bf43643,15.6,no
593,2c94bcd4,467.09,no
594,2c9df162,379.31,no
595,2cb24d86,93.57,no
596,2ce4372c,168.34,no
597,2cfc96c7,503.65,no
598,2d73fb4d,0.44,no
599,2d892ebc,366.23,no
600,2daa9878,231.55,no
601,2e3963d1,465.17,no
602,2ea1d551,489.35,no
603,301c810d,99.68,no
604,3082c273,112.89,no
605,309a8872,190.58,no
606,30d2ca3e,548.09,no
607,316f7383,560.88,no
608,3214524b,435.67,no
609,32783417,9.45,no
610,32fe7ba3,37.77,no
611,3303e88b,745.11,no
612,3359ee7e,296.65,no
613,33a2346c,14.99,no
614,33bb7e31,320.01,no
615,33d2b78a,231.17,no
616,341aec8f,254.93,no
617,344a3c2e,561.14,no
618,345b0ab4,667.26,no
619,3529e9c8,23.29,no
620,3561470f,421.96,no
621,359d5f9b,40.43,no
622,35b54dbb,80.66,no
623,35bd7b77,508.92,no
624,35e8464a,267.64,no
625,360202ab,628.26,no
626,36029501,623.81,no
627,360a74bd,195,no
628,368acf70,727.9,no
629,36c917d8,298.7,no
630,371e5e1c,278.24,no
631,3808162c,263.19,no
632,38935267,147.53,no
633,38aed163,23.16,no
634,394a3b3c,315.7,no
635,397dd4f2,375.74,no
636,39b85776,576.95,no
637,39b8d931,139.74,no
638,3abe3e6a,45.63,no
639,3be12699,183.28,no
640,3c607d04,60.48,no
641,3c65cb3d,32.11,no
642,3c71afcf,994.82,no
643,3c965a4d,29.15,no
644,3d0a481d,130.49,no
645,3d59c9e5,266.91,no
646,3e051a92,0.11,no
647,3e5bdd38,184.61,no
648,3eac1bdd,20.46,no
649,3ee01917,479.6,no
650,3f925dfa,108.14,no
651,3f9d8f3c,103.34,no
652,3f9f69ef,154.88,no
653,406fce57,21.36,no
654,40bfccdd,509.66,no
655,41261439,307.57,no
656,41b3415e,268.25,no
657,41cf3b61,34.23,no
658,41faa28e,51.31,no
659,42841ed0,29.67,no
660,42842064,19.09,no
661,42846416,164.35,no
662,4286aa98,369.21,no
663,43e21815,551.56,no
664,4452ad19,27.54,no
665,445947cf,492.14,no
666,44b670be,199.92,no
667,452878cb,35.63,no
668,462d7878,282.79,no
669,46668703,437.58,no
670,4681ecb5,109.82,no
671,46ba496f,182.14,no
672,46c0fa4a,217.88,no
673,46df6c32,7.38,no
674,47115b9e,88.14,no
675,47bb370d,243.62,no
676,47de8b26,203.29,no
677,48436976,147.23,no
678,48b106bf,208.52,no
679,48d80d23,42.39,no
680,4923170a,18.07,no
681,492e2d97,1897.53,no
682,497c4762,530.14,no
683,49c7c253,82.29,no
684,49f80469,63.5,no
685,4ab5c077,5.48,no
686,4ab867d3,455.6,no
687,4ac21e00,42.48,no
688,4ac358a6,23.55,no
689,4b1bc444,140.99,no
690,4b8b455c,85.82,no
691,4c23d110,162.04,no
692,4c4571bf,340.59,no
693,4c9280d8,266.68,no
694,4cc60b15,510.39,no
695,4d4159bd,93.43,no
696,4d4b1a0b,426.86,no
697,4d4bcad6,183.52,no
698,4da22378,302.61,no
699,4e413f74,27.02,no
700,4ea1ea59,530.67,no
701,4f5c18ef,26.16,no
702,4fb72bb5,358.45,no
703,5007f71c,513.43,no
704,504405d3,113.92,no
705,50786eaf,133.28,no
706,51bbb3b6,173.38,no
707,51d9fca2,389.08,no
708,527d5736,246.48,no
709,52a27297,510.1,no
710,538ac2ee,150.35,no
711,538f64a6,90.41,no
712,543be586,226.78,no
713,548ae165,32.94,no
714,54ee107a,103.62,no
715,554caeec,71.52,no
716,5580bac6,13.45,no
717,5586ab8f,133.38,no
718,5622faf4,400.8,no
719,56ce0315,16.18,no
720,57103e9a,412.44,no
721,5714e828,463.67,no
722,572a530c,16.94,no
723,5735f9bc,93.51,no
724,5790bcd1,150.14,no
725,58c66c8a,127.61,no
726,58e7660e,10.94,no
727,592b1415,75.71,no
728,595c66d9,307.14,no
729,5969ab7f,46.75,no
730,598c9269,738.83,no
731,599f9fa0,315.78,no
732,59c40d49,4.39,no
733,59da117a,20.24,no
734,5a0646d7,8.51,no
735,5a10d286,1.96,no
736,5c4e674c,133.37,no
737,5c69d212,28.44,no
738,5c83abdc,172.69,no
739,5cae5634,159.59,no
740,5d32c0f6,525.77,no
741,5daf334a,236.01,no
742,5dd123ff,88.75,no
743,5dddfebf,103.41,no
744,5e354236,449.52,no
745,5e9d7f71,27.78,no
746,5eb499be,566.91,no
747,5f0177b2,2836.25,no
748,5f097765,194.8,no
749,5f0e7b1c,684.83,no
750,5f5c66e9,73.78,no
751,5fa46886,61.29,no
752,5fb1e700,1.06,no
753,60442f34,6.32,no
754,604e0cf6,719.58,no
755,6052439c,103.87,no
756,6098bc56,7.78,no
757,60eae450,7.33,no
758,612616a2,99.28,no
759,612dceea,547.28,no
760,6161b625,238.86,no
761,61ca1493,453.22,no
762,61cb455b,83.42,no
763,61f09082,365.74,no
764,61f178a7,230.23,no
765,61fa5001,4.13,no
766,62112617,602.25,no
767,6280f521,24.43,no
768,62a292d1,2237.21,no
769,62d7cefa,8.84,no
770,63211392,418.19,no
771,63bd0319,0.13,no
772,63ea34a0,133.22,no
773,6501d294,5.88,no
774,652b28a5,71.11,no
775,6533fc60,59.39,no
776,65b2a16f,238.12,no
777,65eba64a,15.08,no
778,6666d8c9,26.17,no
779,66a72c89,847.31,no
780,66cd5362,53.13,no
781,67a5bd8c,60.1,no
782,68edd477,210.69,no
783,69b15aa0,316.02,no
784,6a34b1d9,163.38,no
785,6a4f233a,379.19,no
786,6a5398b4,193.31,no
787,6b30227a,676.8,no
788,6c365663,24.29,no
789,6cd01215,418.49,no
790,6d43ed58,276.05,no
791,6d56e1b6,102.45,no
792,6d5f9b48,340.57,no
793,6d70056b,29.54,no
794,6d79fb93,152.02,no
795,6e41349b,384.83,no
796,6e5e98ad,185.26,no
797,6e6709ae,20.61,no
798,6fec1dbf,390.78,no
799,700b2a3f,13.94,no
800,70275519,102.55,no
801,702fc2d2,24.92,no
802,7032703b,54.63,no
803,70f24282,493.33,no
804,714325da,188.95,no
805,71acbd70,20.82,no
806,71f6ef77,486.87,no
807,721bafb1,76.58,no
808,72c1a717,862.96,no
809,7355d008,9.05,no
810,73e9d8d5,22.52,no
811,7416b487,0.12,no
812,7432ec28,66.61,no
813,7460a7d0,133.08,no
814,74b596b2,164.01,no
815,74ea12bb,4.43,no
816,75a8c3b3,437.56,no
817,75f6076c,873.02,no
818,765be360,105.98,no
819,76bc23f7,90.86,no
820,76ec6583,556.85,no
821,77f64a63,123.93,no
822,7861a375,457.63,no
823,7889fd9e,234.16,no
824,78ae009a,28.4,no
825,78b1e61d,18.04,no
826,790be5e9,46.61,no
827,799d8ca3,762.94,no
828,79b89b96,42.72,no
829,79bbbed2,237.12,no
830,7a0734cf,38.6,no
831,7a9e2746,94.62,no
832,7adee656,91.54,no
833,7b7c456e,96.66,no
834,7bbb84b8,189.14,no
835,7be4fd5d,672.78,no
836,7c99edda,184.9,no
837,7cd6a6b0,346,no
838,7ce95ace,0.17,no
839,7e77c83e,147.52,no
840,7e9d2e18,97.17,no
841,7ee4c6ea,272.99,no
842,7f10e5e0,62.92,no
843,7f742081,358,no
844,8043e29c,280.73,no
845,80549bfa,299.9,no
846,8084a248,0.03,no
847,80c78386,102.46,no
848,8156456f,28.99,no
849,81c678c6,15.96,no
850,81c6a7b5,1872.31,no
851,82401fb8,616.88,no
852,824ff024,332.23,no
853,82a5720c,358.29,no
854,82e6cdd8,377.45,no
855,836eb9a4,290.63,no
856,83e94ba4,16.1,no
857,8400aac7,2198.89,no
858,85acded3,6.75,no
859,85e04b96,21.92,no
860,861accd5,17.61,no
861,863bb77a,20.02,no
862,8652db99,82.45,no
863,86779bb3,189.48,no
864,86877bb5,395.48,no
865,869685ce,231.59,no
866,86db448d,208.84,no
867,874d54f5,448.95,no
868,88649d43,302.3,no
869,888cc2fb,281.52,no
870,88e2b03b,14.1,no
871,88ea54a9,248.07,no
872,890b182e,6.44,no
873,8951d597,30.31,no
874,8990a285,320.15,no
875,8a59c3b6,93.97,no
876,8a5d3782,437.26,no
877,8a9023ee,68.96,no
878,8aa6ba50,252.63,no
879,8b2b6692,535.14,no
880,8b9e8872,0.94,no
881,8ba39bbe,613.71,no
882,8beb6511,21.66,no
883,8c194b5f,13.28,no
884,8c1f04b8,7.18,no
885,8c92470a,297.94,no
886,8cdf9795,48.64,no
887,8cf0dfce,220.98,no
888,8cf45f4a,207.38,no
889,8d2e405a,24.99,no
890,8da14fbc,16.1,no
891,8dc13c11,208,no
892,8e2a899a,269.75,no
893,8e4dd070,639.27,no
894,8f22b5c2,63.78,no
895,8f3d1f80,45.63,no
896,8faca431,445.22,no
897,91bbcfb6,763.57,no
898,92275340,267.8,no
899,92405b5b,86.93,no
900,92500985,57.87,no
901,92874a71,113.59,no
902,93f4045f,360.49,no
903,9454869f,610.57,no
904,9478041f,17.11,no
905,94fb9d84,504.75,no
906,9554783e,461.14,no
907,962b2978,278.06,no
908,96764747,77.05,no
909,967d3748,347.37,no
910,96b01b5e,160.75,no
911,96e70278,80.22,no
912,9753c643,614.45,no
913,975a0c7f,255.77,no
914,9763f463,103.27,no
915,978410f3,8.68,no
916,98531d5a,512.73,no
917,9882b424,554.71,no
918,99079f7f,97.81,no
919,995fde1b,599.02,no
920,999c8301,1418.57,no
921,9a60c933,145.86,no
922,9a6a5a0c,557.63,no
923,9a80e7b3,13.23,no
924,9ab78d7c,72.34,no
925,9ae79fe2,109.12,no
926,9b2c6c6c,134.99,no
927,9bc3679f,415.11,no
928,9c5b9018,49.12,no
929,9c8f4cef,106.43,no
930,9ce57dee,17.76,no
931,9d35bc52,212.72,no
932,9d830d24,173.02,no
933,9ef7d34e,34.36,no
934,9f19b997,313.98,no
935,9fdc0d19,202.47,no
936,9feed184,3.93,no
937,a015f173,294.57,no
938,a0230406,23.14,no
939,a07a0f39,31.76,no
940,a0b6e317,103.38,no
941,a0d9d5f4,66.55,no
942,a12c694f,27.77,no
943,a19f61a7,28.71,no
944,a1e180d5,357.57,no
945,a25a9101,20.39,no
946,a2f64404,27.92,no
947,a393b5ea,279.57,no
948,a3ad5256,20.3,no
949,a3d9e8b3,27.68,no
950,a3dee487,26.73,no
951,a3f8fea3,55.16,no
952,a50372ec,491.33,no
953,a5862290,14.88,no
954,a5aa268f,7.51,no
955,a64b3882,104.57,no
956,a66c3cd1,282.34,no
957,a6ecd886,52.31,no
958,a7ae6205,273.38,no
959,a7d71dfc,83.55,no
960,a7f8cce4,225.96,no
961,a8cebe88,473.57,no
962,a8d4769a,278.96,no
963,a9440b08,28.35,no
964,a9781174,48.88,no
965,a99e381d,35.66,no
966,a9c93098,320.34,no
967,aa3c0d9e,533.56,no
968,aabbcce8,86.65,no
969,aafc36ef,567.86,no
970,aba5ceaf,295.67,no
971,ac42280f,18.66,no
972,ac82ef3a,132.05,no
